"No","Ch1","Ch2","Ch3","Ch4"
24505,0.174,0.238,0.2,0.388
24506,0.188,0.102,0.448,0.262
24507,0.204,0.132,0.27,0.394
24508,0.33,0.15,0.24,0.28
24509,0.268,0.124,0.32,0.288
24510,0.14,0.114,0.516,0.23
24511,0.258,0.45,0.126,0.166
24512,0.206,0.22,0.214,0.36
24513,0.47,0.112,0.152,0.266
24514,0.342,0.298,0.102,0.258
24515,0.284,0.164,0.18,0.372
24516,0.268,0.196,0.154,0.382
24517,0.446,0.194,0.15,0.21
24518,0.128,0.198,0.196,0.478
24519,0.112,0.198,0.492,0.198
24520,0.136,0.274,0.226,0.364
24521,0.174,0.256,0.122,0.448
24522,0.122,0.15,0.486,0.242
24523,0.086,0.206,0.378,0.33
24524,0.176,0.198,0.298,0.328
24525,0.154,0.166,0.168,0.512
24526,0.48,0.164,0.206,0.15
24527,0.19,0.154,0.322,0.334
24528,0.384,0.238,0.128,0.25
24529,0.162,0.144,0.244,0.45
24530,0.296,0.18,0.292,0.232
24531,0.094,0.58,0.236,0.09
24532,0.198,0.342,0.312,0.148
24533,0.264,0.28,0.182,0.274
24534,0.134,0.42,0.188,0.258
24535,0.54,0.148,0.128,0.184
24536,0.152,0.218,0.402,0.228
24537,0.322,0.208,0.174,0.296
24538,0.258,0.502,0.13,0.11
24539,0.33,0.146,0.136,0.388
24540,0.306,0.144,0.38,0.17
24541,0.484,0.138,0.208,0.17
24542,0.232,0.4,0.112,0.256
24543,0.102,0.218,0.564,0.116
24544,0.162,0.352,0.374,0.112
24545,0.27,0.17,0.418,0.142
24546,0.23,0.454,0.102,0.214
24547,0.336,0.414,0.098,0.152
24548,0.122,0.35,0.366,0.162
24549,0.466,0.236,0.046,0.252
24550,0.104,0.334,0.494,0.068
24551,0.066,0.466,0.07,0.398
24552,0.074,0.398,0.106,0.422
24553,0.306,0.14,0.224,0.33
24554,0.262,0.108,0.22,0.41
24555,0.126,0.364,0.056,0.454
24556,0.484,0.154,0.044,0.318
24557,0.104,0.284,0.256,0.356
24558,0.116,0.454,0.066,0.364
24559,0.084,0.73,0.068,0.118
24560,0.084,0.412,0.082,0.422
24561,0.152,0.202,0.17,0.476
24562,0.616,0.17,0.068,0.146
24563,0.056,0.416,0.066,0.462
24564,0.096,0.434,0.116,0.354
24565,0.082,0.398,0.102,0.418
24566,0.128,0.54,0.06,0.272
24567,0.072,0.324,0.358,0.246
24568,0.424,0.258,0.122,0.196
24569,0.176,0.098,0.422,0.304
24570,0.21,0.268,0.112,0.41
24571,0.126,0.23,0.364,0.28
24572,0.236,0.266,0.174,0.324
24573,0.162,0.26,0.394,0.184
24574,0.366,0.164,0.244,0.226
24575,0.21,0.134,0.112,0.544
24576,0.094,0.198,0.562,0.146
24577,0.262,0.122,0.25,0.366
24578,0.324,0.138,0.16,0.378
24579,0.406,0.292,0.154,0.148
24580,0.166,0.132,0.384,0.318
24581,0.148,0.31,0.436,0.106
24582,0.088,0.13,0.65,0.132
24583,0.062,0.242,0.4,0.296
24584,0.078,0.26,0.544,0.118
24585,0.2,0.216,0.098,0.486
24586,0.1,0.12,0.25,0.53
24587,0.39,0.158,0.298,0.154
24588,0.314,0.112,0.254,0.32
24589,0.098,0.294,0.304,0.304
24590,0.424,0.234,0.058,0.284
24591,0.366,0.354,0.136,0.144
24592,0.336,0.324,0.112,0.228
24593,0.436,0.154,0.084,0.326
24594,0.146,0.252,0.284,0.318
24595,0.336,0.246,0.296,0.122
24596,0.116,0.49,0.094,0.3
24597,0.226,0.432,0.236,0.106
24598,0.178,0.282,0.11,0.43
24599,0.186,0.202,0.238,0.374
24600,0.152,0.244,0.262,0.342
24601,0.166,0.162,0.444,0.228
24602,0.248,0.47,0.16,0.122
24603,0.088,0.15,0.29,0.472
24604,0.084,0.12,0.614,0.182
24605,0.384,0.11,0.094,0.412
24606,0.13,0.26,0.3,0.31
24607,0.406,0.19,0.106,0.298
24608,0.11,0.202,0.096,0.592
24609,0.336,0.092,0.248,0.324
24610,0.172,0.15,0.168,0.51
24611,0.122,0.228,0.086,0.564
24612,0.112,0.506,0.102,0.28
24613,0.166,0.212,0.308,0.314
24614,0.204,0.146,0.418,0.232
24615,0.214,0.164,0.072,0.55
24616,0.128,0.11,0.37,0.392
24617,0.17,0.222,0.478,0.13
24618,0.424,0.132,0.286,0.158
24619,0.086,0.264,0.398,0.252
24620,0.17,0.142,0.106,0.582
24621,0.128,0.176,0.25,0.446
24622,0.1,0.176,0.216,0.508
24623,0.18,0.126,0.184,0.51
24624,0.268,0.124,0.35,0.258
24625,0.248,0.04,0.358,0.354
24626,0.55,0.208,0.07,0.172
24627,0.234,0.116,0.06,0.59
24628,0.556,0.064,0.038,0.342
24629,0.068,0.558,0.082,0.292
24630,0.086,0.212,0.168,0.534
24631,0.334,0.062,0.168,0.436
24632,0.088,0.472,0.22,0.22
24633,0.1,0.048,0.512,0.34
24634,0.118,0.056,0.522,0.304
24635,0.328,0.088,0.092,0.492
24636,0.158,0.482,0.2,0.16
24637,0.08,0.208,0.58,0.132
24638,0.108,0.404,0.168,0.32
24639,0.306,0.282,0.12,0.292
24640,0.646,0.184,0.074,0.096
24641,0.138,0.736,0.026,0.1
24642,0.174,0.076,0.398,0.352
24643,0.096,0.08,0.304,0.52
24644,0.12,0.418,0.282,0.18
24645,0.146,0.488,0.098,0.268
24646,0.258,0.378,0.124,0.24
24647,0.216,0.312,0.246,0.226
24648,0.13,0.062,0.396,0.412
24649,0.068,0.164,0.47,0.298
24650,0.088,0.742,0.054,0.116
24651,0.544,0.108,0.076,0.272
24652,0.406,0.086,0.396,0.112
24653,0.498,0.1,0.138,0.264
24654,0.118,0.474,0.082,0.326
24655,0.096,0.204,0.328,0.372
24656,0.092,0.596,0.214,0.098
24657,0.214,0.25,0.106,0.43
24658,0.102,0.388,0.326,0.184
24659,0.086,0.248,0.358,0.308
24660,0.098,0.412,0.216,0.274
24661,0.352,0.32,0.18,0.148
24662,0.094,0.2,0.356,0.35
24663,0.13,0.328,0.388,0.154
24664,0.11,0.164,0.356,0.37
24665,0.25,0.13,0.334,0.286
24666,0.068,0.544,0.082,0.306
24667,0.08,0.598,0.162,0.16
24668,0.188,0.112,0.62,0.08
24669,0.138,0.168,0.186,0.508
24670,0.6,0.132,0.066,0.202
24671,0.086,0.202,0.63,0.082
24672,0.108,0.546,0.166,0.18
24673,0.122,0.114,0.638,0.126
24674,0.114,0.544,0.136,0.206
24675,0.13,0.094,0.61,0.166
24676,0.18,0.664,0.072,0.084
24677,0.096,0.114,0.206,0.584
24678,0.214,0.17,0.136,0.48
24679,0.126,0.52,0.106,0.248
24680,0.152,0.302,0.132,0.414
24681,0.248,0.218,0.092,0.442
24682,0.378,0.486,0.04,0.096
24683,0.088,0.304,0.39,0.218
24684,0.092,0.31,0.368,0.23
24685,0.504,0.234,0.074,0.188
24686,0.376,0.088,0.108,0.428
24687,0.346,0.274,0.17,0.21
24688,0.13,0.39,0.206,0.274
24689,0.22,0.27,0.332,0.178
24690,0.654,0.14,0.08,0.126
24691,0.282,0.49,0.088,0.14
24692,0.458,0.328,0.082,0.132
24693,0.126,0.388,0.31,0.176
24694,0.238,0.408,0.264,0.09
24695,0.276,0.492,0.1,0.132
24696,0.246,0.288,0.144,0.322
24697,0.234,0.228,0.176,0.362
24698,0.196,0.542,0.154,0.108
24699,0.284,0.128,0.458,0.13
24700,0.202,0.314,0.158,0.326
24701,0.11,0.126,0.402,0.362
24702,0.202,0.586,0.094,0.118
24703,0.14,0.324,0.35,0.186
24704,0.124,0.596,0.192,0.088
24705,0.598,0.186,0.106,0.11
24706,0.428,0.202,0.118,0.252
24707,0.27,0.194,0.17,0.366
24708,0.62,0.144,0.114,0.122
24709,0.09,0.168,0.572,0.17
24710,0.432,0.2,0.246,0.122
24711,0.456,0.176,0.198,0.17
24712,0.206,0.614,0.092,0.088
24713,0.146,0.446,0.174,0.234
24714,0.372,0.312,0.1,0.216
24715,0.142,0.424,0.18,0.254
24716,0.566,0.182,0.144,0.108
24717,0.15,0.474,0.276,0.1
24718,0.144,0.578,0.126,0.152
24719,0.376,0.176,0.132,0.316
24720,0.132,0.382,0.084,0.402
24721,0.428,0.338,0.068,0.166
24722,0.33,0.482,0.098,0.09
24723,0.466,0.124,0.274,0.136
24724,0.158,0.222,0.438,0.182
24725,0.372,0.376,0.09,0.162
24726,0.324,0.432,0.122,0.122
24727,0.128,0.13,0.478,0.264
24728,0.288,0.304,0.318,0.09
24729,0.372,0.246,0.196,0.186
24730,0.28,0.114,0.396,0.21
24731,0.268,0.414,0.232,0.086
24732,0.092,0.314,0.448,0.146
24733,0.142,0.18,0.22,0.458
24734,0.178,0.314,0.26,0.248
24735,0.082,0.266,0.35,0.302
24736,0.12,0.444,0.056,0.38
24737,0.438,0.288,0.094,0.18
24738,0.29,0.428,0.102,0.18
24739,0.312,0.114,0.192,0.382
24740,0.254,0.408,0.11,0.228
24741,0.048,0.538,0.298,0.116
24742,0.208,0.422,0.092,0.278
24743,0.186,0.174,0.248,0.392
24744,0.32,0.07,0.234,0.376
24745,0.104,0.14,0.246,0.51
24746,0.186,0.162,0.108,0.544
24747,0.09,0.504,0.152,0.254
24748,0.112,0.084,0.43,0.374
24749,0.088,0.428,0.322,0.162
24750,0.342,0.134,0.294,0.23
24751,0.23,0.204,0.12,0.446
24752,0.102,0.476,0.102,0.32
24753,0.16,0.094,0.558,0.188
24754,0.164,0.228,0.158,0.45
24755,0.086,0.256,0.348,0.31
24756,0.096,0.232,0.364,0.308
24757,0.17,0.104,0.186,0.54
24758,0.154,0.118,0.43,0.298
24759,0.108,0.298,0.3,0.294
24760,0.418,0.352,0.096,0.134
24761,0.254,0.198,0.336,0.212
24762,0.154,0.268,0.098,0.48
24763,0.17,0.478,0.16,0.192
24764,0.506,0.122,0.172,0.2
24765,0.21,0.326,0.322,0.142
24766,0.09,0.456,0.172,0.282
24767,0.162,0.166,0.152,0.52
24768,0.104,0.5,0.168,0.228
24769,0.146,0.236,0.44,0.178
24770,0.148,0.214,0.16,0.478
24771,0.106,0.15,0.354,0.39
24772,0.22,0.304,0.086,0.39
24773,0.114,0.342,0.45,0.094
24774,0.362,0.154,0.096,0.388
24775,0.114,0.58,0.118,0.188
24776,0.374,0.134,0.304,0.188
24777,0.416,0.324,0.106,0.154
24778,0.272,0.19,0.09,0.448
24779,0.104,0.242,0.318,0.336
24780,0.436,0.186,0.276,0.102
24781,0.1,0.118,0.658,0.124
24782,0.382,0.084,0.08,0.454
24783,0.072,0.312,0.4,0.216
24784,0.26,0.084,0.288,0.368
24785,0.088,0.146,0.192,0.574
24786,0.116,0.126,0.33,0.428
24787,0.296,0.124,0.284,0.296
24788,0.082,0.334,0.358,0.226
24789,0.3,0.194,0.14,0.366
24790,0.112,0.144,0.44,0.304
24791,0.098,0.164,0.402,0.336
24792,0.374,0.144,0.228,0.254
24793,0.132,0.082,0.598,0.188
24794,0.122,0.644,0.104,0.13
24795,0.366,0.156,0.15,0.328
24796,0.388,0.366,0.172,0.074
24797,0.12,0.608,0.102,0.17
24798,0.062,0.062,0.5,0.376
24799,0.396,0.098,0.114,0.392
24800,0.068,0.094,0.576,0.262
24801,0.574,0.21,0.09,0.126
24802,0.27,0.236,0.16,0.334
24803,0.09,0.072,0.552,0.286
24804,0.426,0.12,0.132,0.322
24805,0.118,0.304,0.106,0.472
24806,0.286,0.314,0.086,0.314
24807,0.38,0.47,0.062,0.088
24808,0.34,0.128,0.266,0.266
24809,0.508,0.114,0.098,0.28
24810,0.17,0.346,0.13,0.354
24811,0.092,0.078,0.6,0.23
24812,0.074,0.082,0.706,0.138
24813,0.098,0.09,0.432,0.38
24814,0.216,0.426,0.084,0.274
24815,0.5,0.154,0.15,0.196
24816,0.236,0.13,0.356,0.278
24817,0.258,0.168,0.18,0.394
24818,0.186,0.506,0.18,0.128
24819,0.106,0.378,0.122,0.394
24820,0.202,0.154,0.182,0.462
24821,0.32,0.288,0.118,0.274
24822,0.166,0.296,0.286,0.252
24823,0.15,0.15,0.28,0.42
24824,0.21,0.144,0.206,0.44
24825,0.444,0.208,0.132,0.216
24826,0.126,0.304,0.364,0.206
24827,0.38,0.386,0.064,0.17
24828,0.21,0.47,0.124,0.196
24829,0.162,0.244,0.178,0.416
24830,0.19,0.328,0.098,0.384
24831,0.26,0.168,0.278,0.294
24832,0.2,0.18,0.224,0.396
24833,0.17,0.2,0.258,0.372
24834,0.158,0.11,0.25,0.482
24835,0.254,0.31,0.078,0.358
24836,0.11,0.356,0.276,0.258
24837,0.54,0.108,0.144,0.208
24838,0.146,0.286,0.166,0.402
24839,0.466,0.146,0.138,0.25
24840,0.472,0.182,0.168,0.178
24841,0.09,0.466,0.294,0.15
24842,0.134,0.288,0.132,0.446
24843,0.232,0.114,0.3,0.354
24844,0.586,0.138,0.148,0.128
24845,0.494,0.154,0.118,0.234
24846,0.204,0.374,0.104,0.318
24847,0.084,0.134,0.476,0.306
24848,0.132,0.112,0.196,0.56
24849,0.492,0.144,0.102,0.262
24850,0.172,0.282,0.124,0.422
24851,0.248,0.164,0.14,0.448
24852,0.524,0.108,0.114,0.254
24853,0.37,0.114,0.238,0.278
24854,0.228,0.12,0.366,0.286
24855,0.2,0.198,0.264,0.338
24856,0.184,0.394,0.144,0.278
24857,0.138,0.316,0.44,0.106
24858,0.142,0.508,0.188,0.162
24859,0.19,0.232,0.164,0.414
24860,0.26,0.092,0.514,0.134
24861,0.33,0.212,0.136,0.322
24862,0.188,0.404,0.152,0.256
24863,0.274,0.146,0.226,0.354
24864,0.182,0.124,0.418,0.276
24865,0.254,0.162,0.372,0.212
24866,0.652,0.112,0.124,0.112
24867,0.506,0.164,0.116,0.214
24868,0.328,0.128,0.264,0.28
24869,0.41,0.166,0.188,0.236
24870,0.392,0.114,0.322,0.172
24871,0.26,0.14,0.358,0.242
24872,0.29,0.128,0.342,0.24
24873,0.58,0.176,0.098,0.146
24874,0.108,0.552,0.146,0.194
24875,0.174,0.554,0.116,0.156
24876,0.124,0.42,0.336,0.12
24877,0.17,0.1,0.558,0.172
24878,0.16,0.1,0.56,0.18
24879,0.442,0.204,0.144,0.21
24880,0.324,0.36,0.128,0.188
24881,0.498,0.192,0.132,0.178
24882,0.544,0.102,0.23,0.124
24883,0.126,0.262,0.468,0.144
24884,0.392,0.222,0.248,0.138
24885,0.312,0.252,0.162,0.274
24886,0.102,0.136,0.588,0.174
24887,0.238,0.592,0.076,0.094
24888,0.186,0.406,0.258,0.15
24889,0.124,0.17,0.554,0.152
24890,0.226,0.122,0.192,0.46
24891,0.154,0.164,0.098,0.584
24892,0.182,0.1,0.236,0.482
24893,0.202,0.192,0.126,0.48
24894,0.13,0.38,0.114,0.376
24895,0.116,0.108,0.384,0.392
24896,0.088,0.29,0.172,0.45
24897,0.24,0.064,0.454,0.242
24898,0.116,0.19,0.448,0.246
24899,0.05,0.232,0.558,0.16
24900,0.134,0.144,0.218,0.504
24901,0.128,0.098,0.502,0.272
24902,0.27,0.106,0.184,0.44
24903,0.29,0.116,0.084,0.51
24904,0.108,0.316,0.1,0.476
24905,0.136,0.108,0.61,0.146
24906,0.182,0.08,0.462,0.276
24907,0.136,0.114,0.108,0.642
24908,0.066,0.238,0.562,0.134
24909,0.112,0.436,0.084,0.368
24910,0.102,0.364,0.266,0.268
24911,0.146,0.534,0.126,0.194
24912,0.202,0.16,0.22,0.418
24913,0.146,0.406,0.148,0.3
24914,0.27,0.148,0.328,0.254
24915,0.078,0.322,0.268,0.332
24916,0.456,0.168,0.12,0.256
24917,0.166,0.148,0.202,0.484
24918,0.182,0.17,0.2,0.448
24919,0.126,0.218,0.328,0.328
24920,0.094,0.254,0.536,0.116
24921,0.514,0.196,0.082,0.208
24922,0.466,0.118,0.098,0.318
24923,0.224,0.208,0.346,0.222
24924,0.144,0.182,0.41,0.264
24925,0.208,0.408,0.14,0.244
24926,0.188,0.114,0.414,0.284
24927,0.14,0.282,0.16,0.418
24928,0.144,0.174,0.398,0.284
24929,0.218,0.318,0.236,0.228
24930,0.132,0.49,0.134,0.244
24931,0.23,0.218,0.254,0.298
24932,0.158,0.32,0.254,0.268
24933,0.3,0.314,0.098,0.288
24934,0.3,0.194,0.18,0.326
24935,0.122,0.454,0.17,0.254
24936,0.258,0.182,0.414,0.146
24937,0.096,0.43,0.27,0.204
24938,0.412,0.146,0.246,0.196
24939,0.126,0.18,0.486,0.208
24940,0.384,0.276,0.13,0.21
24941,0.156,0.362,0.2,0.282
24942,0.446,0.2,0.128,0.226
24943,0.212,0.304,0.166,0.318
24944,0.41,0.204,0.15,0.236
24945,0.148,0.168,0.334,0.35
24946,0.168,0.316,0.188,0.328
24947,0.43,0.142,0.16,0.268
24948,0.296,0.468,0.08,0.156
24949,0.396,0.238,0.282,0.084
24950,0.112,0.318,0.376,0.194
24951,0.102,0.276,0.39,0.232
24952,0.338,0.196,0.222,0.244
24953,0.176,0.196,0.138,0.49
24954,0.124,0.256,0.114,0.506
24955,0.254,0.154,0.12,0.472
24956,0.182,0.226,0.27,0.322
24957,0.13,0.306,0.098,0.466
24958,0.126,0.488,0.252,0.134
24959,0.098,0.282,0.418,0.202
24960,0.116,0.2,0.172,0.512
24961,0.31,0.184,0.092,0.414
24962,0.088,0.31,0.134,0.468
24963,0.154,0.284,0.13,0.432
24964,0.136,0.328,0.252,0.284
24965,0.11,0.602,0.11,0.178
24966,0.16,0.342,0.292,0.206
24967,0.364,0.114,0.262,0.26
24968,0.132,0.188,0.424,0.256
24969,0.184,0.308,0.12,0.388
24970,0.282,0.268,0.16,0.29
24971,0.216,0.282,0.122,0.38
24972,0.138,0.17,0.162,0.53
24973,0.1,0.602,0.142,0.156
24974,0.168,0.172,0.246,0.414
24975,0.208,0.386,0.134,0.272
24976,0.2,0.13,0.43,0.24
24977,0.344,0.144,0.158,0.354
24978,0.302,0.204,0.194,0.3
24979,0.326,0.386,0.066,0.222
24980,0.094,0.214,0.462,0.23
24981,0.13,0.108,0.342,0.42
24982,0.14,0.42,0.216,0.224
24983,0.532,0.172,0.114,0.182
24984,0.14,0.364,0.174,0.322
24985,0.122,0.366,0.284,0.228
24986,0.24,0.202,0.314,0.244
24987,0.078,0.43,0.366,0.126
24988,0.13,0.324,0.196,0.35
24989,0.236,0.368,0.236,0.16
24990,0.08,0.528,0.188,0.204
24991,0.242,0.166,0.302,0.29
24992,0.11,0.364,0.406,0.12
24993,0.446,0.174,0.186,0.194
24994,0.404,0.226,0.144,0.226
24995,0.448,0.25,0.12,0.182
24996,0.224,0.258,0.132,0.386
24997,0.172,0.46,0.114,0.254
24998,0.272,0.152,0.228,0.348
24999,0.166,0.366,0.168,0.3
25000,0.108,0.342,0.234,0.316
25001,0.17,0.452,0.228,0.15
25002,0.24,0.19,0.294,0.276
25003,0.258,0.198,0.194,0.35
25004,0.112,0.304,0.344,0.24
25005,0.154,0.342,0.25,0.254
25006,0.362,0.156,0.248,0.234
25007,0.294,0.32,0.112,0.274
25008,0.09,0.154,0.588,0.168
25009,0.39,0.102,0.142,0.366
25010,0.294,0.112,0.422,0.172
25011,0.108,0.634,0.16,0.098
25012,0.118,0.298,0.104,0.48
25013,0.16,0.1,0.288,0.452
25014,0.152,0.154,0.564,0.13
25015,0.452,0.14,0.194,0.214
25016,0.122,0.456,0.086,0.336
25017,0.094,0.19,0.602,0.114
25018,0.408,0.21,0.1,0.282
25019,0.22,0.518,0.108,0.154
25020,0.264,0.146,0.138,0.452
25021,0.374,0.128,0.204,0.294
25022,0.134,0.192,0.228,0.446
25023,0.064,0.218,0.52,0.198
25024,0.414,0.13,0.216,0.24
25025,0.238,0.192,0.268,0.302
25026,0.296,0.244,0.088,0.372
25027,0.176,0.242,0.354,0.228
25028,0.418,0.21,0.216,0.156
25029,0.156,0.186,0.554,0.104
25030,0.086,0.208,0.26,0.446
25031,0.092,0.204,0.354,0.35
25032,0.172,0.082,0.422,0.324
25033,0.252,0.206,0.218,0.324
25034,0.154,0.342,0.168,0.336
25035,0.146,0.318,0.196,0.34
25036,0.104,0.37,0.172,0.354
25037,0.116,0.45,0.172,0.262
25038,0.16,0.356,0.122,0.362
25039,0.106,0.454,0.23,0.21
25040,0.178,0.276,0.318,0.228
25041,0.178,0.402,0.12,0.3
25042,0.202,0.224,0.298,0.276
25043,0.136,0.362,0.13,0.372
25044,0.266,0.24,0.33,0.164
25045,0.276,0.116,0.428,0.18
25046,0.09,0.44,0.08,0.39
25047,0.208,0.122,0.356,0.314
25048,0.074,0.456,0.158,0.312
25049,0.114,0.262,0.396,0.228
25050,0.298,0.44,0.088,0.174
25051,0.108,0.15,0.572,0.17
25052,0.312,0.376,0.054,0.258
25053,0.164,0.124,0.134,0.578
25054,0.062,0.398,0.148,0.392
25055,0.098,0.352,0.078,0.472
25056,0.146,0.118,0.168,0.568
25057,0.2,0.4,0.05,0.35
25058,0.376,0.168,0.048,0.408
25059,0.368,0.132,0.128,0.372
25060,0.082,0.224,0.464,0.23
25061,0.12,0.43,0.152,0.298
25062,0.204,0.504,0.098,0.194
25063,0.084,0.452,0.124,0.34
25064,0.26,0.368,0.084,0.288
25065,0.106,0.428,0.314,0.152
25066,0.32,0.094,0.206,0.38
25067,0.104,0.116,0.366,0.414
25068,0.094,0.364,0.19,0.352
25069,0.096,0.512,0.222,0.17
25070,0.328,0.102,0.128,0.442
25071,0.43,0.324,0.056,0.19
25072,0.1,0.706,0.074,0.12
25073,0.144,0.416,0.08,0.36
25074,0.402,0.372,0.09,0.136
25075,0.296,0.06,0.25,0.394
25076,0.12,0.31,0.234,0.336
25077,0.346,0.138,0.296,0.22
25078,0.242,0.37,0.232,0.156
25079,0.404,0.074,0.25,0.272
25080,0.616,0.1,0.084,0.2
25081,0.298,0.162,0.198,0.342
25082,0.126,0.298,0.34,0.236
25083,0.16,0.262,0.154,0.424
25084,0.462,0.142,0.256,0.14
25085,0.164,0.534,0.164,0.138
25086,0.558,0.14,0.146,0.156
25087,0.12,0.492,0.192,0.196
25088,0.498,0.19,0.168,0.144
25089,0.176,0.128,0.464,0.232
25090,0.442,0.126,0.328,0.104
25091,0.282,0.16,0.336,0.222
25092,0.244,0.156,0.162,0.438
25093,0.418,0.164,0.164,0.254
25094,0.138,0.11,0.59,0.162
25095,0.12,0.55,0.204,0.126
25096,0.164,0.206,0.17,0.46
25097,0.12,0.112,0.592,0.176
25098,0.196,0.18,0.254,0.37
25099,0.13,0.21,0.49,0.17
25100,0.208,0.182,0.412,0.198
25101,0.502,0.22,0.182,0.096
25102,0.22,0.276,0.206,0.298
25103,0.278,0.404,0.172,0.146
25104,0.166,0.3,0.406,0.128
25105,0.116,0.356,0.368,0.16
25106,0.26,0.324,0.244,0.172
25107,0.286,0.232,0.178,0.304
25108,0.128,0.442,0.318,0.112
25109,0.11,0.526,0.246,0.118
25110,0.236,0.204,0.198,0.362
25111,0.29,0.204,0.22,0.286
25112,0.174,0.372,0.22,0.234
25113,0.442,0.206,0.222,0.13
25114,0.22,0.41,0.188,0.182
25115,0.196,0.172,0.346,0.286
25116,0.274,0.39,0.158,0.178
25117,0.46,0.194,0.188,0.158
25118,0.42,0.174,0.25,0.156
25119,0.098,0.168,0.306,0.428
25120,0.176,0.202,0.144,0.478
25121,0.362,0.124,0.2,0.314
25122,0.284,0.358,0.152,0.206
25123,0.404,0.206,0.314,0.076
25124,0.328,0.078,0.4,0.194
25125,0.59,0.18,0.046,0.184
25126,0.1,0.39,0.216,0.294
25127,0.202,0.136,0.202,0.46
25128,0.336,0.082,0.146,0.436
25129,0.432,0.222,0.206,0.14
25130,0.134,0.19,0.146,0.53
25131,0.142,0.302,0.104,0.452
25132,0.35,0.252,0.15,0.248
25133,0.554,0.11,0.126,0.21
25134,0.18,0.15,0.08,0.59
25135,0.11,0.254,0.086,0.55
25136,0.298,0.16,0.334,0.208
25137,0.126,0.518,0.106,0.25
25138,0.102,0.438,0.1,0.36
25139,0.136,0.244,0.154,0.466
25140,0.1,0.1,0.402,0.398
25141,0.392,0.154,0.114,0.34
25142,0.292,0.26,0.114,0.334
25143,0.102,0.114,0.298,0.486
25144,0.134,0.284,0.082,0.5
25145,0.462,0.154,0.064,0.32
25146,0.136,0.488,0.06,0.316
25147,0.118,0.158,0.274,0.45
25148,0.374,0.288,0.096,0.242
25149,0.142,0.564,0.196,0.098
25150,0.112,0.07,0.198,0.62
25151,0.094,0.302,0.11,0.494
25152,0.242,0.118,0.094,0.546
25153,0.27,0.428,0.056,0.246
25154,0.082,0.07,0.494,0.354
25155,0.076,0.326,0.082,0.516
25156,0.094,0.642,0.05,0.214
25157,0.08,0.454,0.116,0.35
25158,0.616,0.124,0.082,0.178
25159,0.126,0.212,0.118,0.544
25160,0.13,0.17,0.346,0.354
25161,0.242,0.112,0.108,0.538
25162,0.212,0.12,0.126,0.542
25163,0.084,0.136,0.664,0.116
25164,0.348,0.462,0.07,0.12
25165,0.14,0.072,0.118,0.67
25166,0.152,0.096,0.17,0.582
25167,0.276,0.45,0.13,0.144
25168,0.16,0.22,0.102,0.518
25169,0.148,0.136,0.11,0.606
25170,0.554,0.142,0.114,0.19
25171,0.368,0.124,0.096,0.412
25172,0.086,0.36,0.18,0.374
25173,0.196,0.088,0.21,0.506
25174,0.226,0.1,0.196,0.478
25175,0.444,0.134,0.094,0.328
25176,0.108,0.206,0.234,0.452
25177,0.134,0.152,0.308,0.406
25178,0.266,0.094,0.43,0.21
25179,0.656,0.116,0.056,0.172
25180,0.164,0.066,0.264,0.506
25181,0.082,0.078,0.622,0.218
25182,0.168,0.176,0.31,0.346
25183,0.506,0.114,0.112,0.268
25184,0.116,0.24,0.346,0.298
25185,0.124,0.16,0.39,0.326
25186,0.118,0.592,0.1,0.19
25187,0.242,0.164,0.094,0.5
25188,0.094,0.118,0.286,0.502
25189,0.4,0.128,0.168,0.304
25190,0.446,0.166,0.064,0.324
25191,0.092,0.674,0.074,0.16
25192,0.108,0.272,0.116,0.504
25193,0.6,0.148,0.098,0.154
25194,0.136,0.536,0.15,0.178
25195,0.142,0.186,0.292,0.38
25196,0.116,0.27,0.182,0.432
25197,0.146,0.51,0.098,0.246
25198,0.178,0.348,0.104,0.37
25199,0.238,0.172,0.35,0.24
25200,0.106,0.376,0.144,0.374
25201,0.202,0.136,0.244,0.418
25202,0.408,0.22,0.144,0.228
25203,0.34,0.362,0.116,0.182
25204,0.158,0.182,0.372,0.288
25205,0.226,0.174,0.214,0.386
25206,0.15,0.36,0.248,0.242
25207,0.152,0.176,0.138,0.534
25208,0.344,0.23,0.19,0.236
25209,0.146,0.13,0.352,0.372
25210,0.226,0.246,0.362,0.166
25211,0.11,0.248,0.416,0.226
25212,0.356,0.244,0.138,0.262
25213,0.248,0.148,0.43,0.174
25214,0.188,0.286,0.222,0.304
25215,0.47,0.166,0.204,0.16
25216,0.252,0.342,0.068,0.338
25217,0.552,0.318,0.056,0.074
25218,0.292,0.314,0.178,0.216
25219,0.29,0.44,0.102,0.168
25220,0.194,0.212,0.362,0.232
25221,0.118,0.594,0.134,0.154
25222,0.156,0.224,0.476,0.144
25223,0.214,0.176,0.228,0.382
25224,0.106,0.596,0.122,0.176
25225,0.43,0.09,0.232,0.248
25226,0.774,0.08,0.074,0.072
25227,0.108,0.582,0.096,0.214
25228,0.11,0.168,0.49,0.232
25229,0.164,0.176,0.394,0.266
25230,0.102,0.304,0.49,0.104
25231,0.09,0.43,0.13,0.35
25232,0.246,0.446,0.082,0.226
25233,0.146,0.218,0.5,0.136
25234,0.14,0.176,0.568,0.116
25235,0.178,0.088,0.596,0.138
25236,0.542,0.186,0.134,0.138
25237,0.246,0.414,0.12,0.22
25238,0.12,0.122,0.596,0.162
25239,0.302,0.418,0.126,0.154
