"","Ch1","Ch2","Ch3","Ch4","No"
"665",0.118,0.052,0.116,0.714,665
"666",0.158,0.074,0.03,0.738,666
"667",0.044,0.042,0.112,0.802,667
"668",0.038,0.186,0.626,0.15,668
"669",0.136,0.372,0.196,0.296,669
"670",0.024,0.082,0.208,0.686,670
"671",0.108,0.112,0.084,0.696,671
"672",0.016,0.066,0.812,0.106,672
"673",0.718,0.032,0.092,0.158,673
"674",0.092,0.038,0.142,0.728,674
"675",0.08,0.166,0.026,0.728,675
"676",0.134,0.136,0.024,0.706,676
"677",0.082,0.114,0.748,0.056,677
"678",0.194,0.02,0.682,0.104,678
"679",0.154,0.762,0.026,0.058,679
"680",0.308,0.212,0.058,0.422,680
"681",0.076,0.072,0.154,0.698,681
"682",0.112,0.038,0.098,0.752,682
"683",0.06,0.244,0.038,0.658,683
"684",0.158,0.06,0.024,0.758,684
"685",0.162,0.086,0.066,0.686,685
"686",0.034,0.156,0.062,0.748,686
"687",0.244,0.234,0.24,0.282,687
"688",0.076,0.062,0.076,0.786,688
"689",0.27,0.326,0.164,0.24,689
"690",0.708,0.132,0.058,0.102,690
"691",0.082,0.102,0.756,0.06,691
"692",0.202,0.4,0.16,0.238,692
"693",0.11,0.072,0.104,0.714,693
"694",0.08,0.15,0.048,0.722,694
"695",0.098,0.072,0.064,0.766,695
"696",0.284,0.268,0.16,0.288,696
"697",0.054,0.164,0.042,0.74,697
"698",0.252,0.262,0.138,0.348,698
"699",0.096,0.106,0.084,0.714,699
"700",0.102,0.05,0.752,0.096,700
"701",0.042,0.146,0.054,0.758,701
"702",0.236,0.23,0.408,0.126,702
"703",0.08,0.066,0.13,0.724,703
"704",0.258,0.29,0.284,0.168,704
"705",0.118,0.72,0.074,0.088,705
"706",0.276,0.328,0.126,0.27,706
"707",0.242,0.2,0.286,0.272,707
"708",0.716,0.148,0.086,0.05,708
"709",0.078,0.724,0.108,0.09,709
"710",0.056,0.814,0.052,0.078,710
"711",0.752,0.14,0.048,0.06,711
"712",0.144,0.126,0.678,0.052,712
"713",0.214,0.216,0.168,0.402,713
"714",0.05,0.782,0.056,0.112,714
"715",0.038,0.092,0.802,0.068,715
"716",0.068,0.728,0.082,0.122,716
"717",0.67,0.062,0.092,0.176,717
"718",0.05,0.066,0.786,0.098,718
"719",0.764,0.096,0.046,0.094,719
"720",0.088,0.092,0.668,0.152,720
"721",0.414,0.154,0.24,0.192,721
"722",0.052,0.068,0.778,0.102,722
"723",0.034,0.12,0.014,0.832,723
"724",0.102,0.646,0.06,0.192,724
"725",0.044,0.08,0.04,0.836,725
"726",0.222,0.024,0.102,0.652,726
"727",0.888,0.034,0.014,0.064,727
"728",0.076,0.09,0.038,0.796,728
"729",0.05,0.244,0.024,0.682,729
"730",0.084,0.08,0.322,0.514,730
"731",0.134,0.038,0.07,0.758,731
"732",0.04,0.072,0.81,0.078,732
"733",0.034,0.036,0.092,0.838,733
"734",0.032,0.062,0.052,0.854,734
"735",0.118,0.022,0.68,0.18,735
"736",0.182,0.154,0.142,0.522,736
"737",0.08,0.108,0.248,0.564,737
"738",0.136,0.072,0.06,0.732,738
"739",0.02,0.276,0.024,0.68,739
"740",0.048,0.708,0.022,0.222,740
"741",0.222,0.022,0.696,0.06,741
"742",0.016,0.02,0.79,0.174,742
"743",0.076,0.038,0.714,0.172,743
"744",0.032,0.796,0.028,0.144,744
"745",0.114,0.076,0.566,0.244,745
"746",0.066,0.058,0.026,0.85,746
"747",0.034,0.046,0.056,0.864,747
"748",0.788,0.046,0.022,0.144,748
"749",0.896,0.03,0.024,0.05,749
"750",0.03,0.04,0.884,0.046,750
"751",0.07,0.044,0.044,0.842,751
"752",0.03,0.806,0.046,0.118,752
"753",0.078,0.21,0.07,0.642,753
"754",0.088,0.044,0.032,0.836,754
"755",0.708,0.034,0.028,0.23,755
"756",0.024,0.048,0.168,0.76,756
"757",0.724,0.04,0.07,0.166,757
"758",0.098,0.264,0.152,0.486,758
"759",0.646,0.07,0.138,0.146,759
"760",0.028,0.032,0.078,0.862,760
"761",0.656,0.246,0.034,0.064,761
"762",0.678,0.182,0.024,0.116,762
"763",0.146,0.71,0.028,0.116,763
"764",0.678,0.116,0.082,0.124,764
"765",0.718,0.086,0.038,0.158,765
"766",0.874,0.022,0.048,0.056,766
"767",0.038,0.188,0.698,0.076,767
"768",0.04,0.796,0.028,0.136,768
"769",0.076,0.036,0.728,0.16,769
"770",0.11,0.2,0.114,0.576,770
"771",0.688,0.034,0.046,0.232,771
"772",0.236,0.07,0.122,0.572,772
"773",0.746,0.032,0.052,0.17,773
"774",0.056,0.034,0.866,0.044,774
"775",0.032,0.024,0.714,0.23,775
"776",0.192,0.126,0.078,0.604,776
"777",0.034,0.018,0.892,0.056,777
"778",0.076,0.042,0.046,0.836,778
"779",0.138,0.082,0.622,0.158,779
"780",0.814,0.05,0.062,0.074,780
"781",0.042,0.118,0.78,0.06,781
"782",0.038,0.03,0.17,0.762,782
"783",0.666,0.052,0.082,0.2,783
"784",0.222,0.372,0.212,0.194,784
"785",0.044,0.042,0.82,0.094,785
"786",0.052,0.788,0.056,0.104,786
"787",0.074,0.066,0.73,0.13,787
"788",0.68,0.104,0.06,0.156,788
"789",0.066,0.094,0.782,0.058,789
"790",0.782,0.05,0.052,0.116,790
"791",0.096,0.792,0.038,0.074,791
"792",0.732,0.064,0.128,0.076,792
"793",0.818,0.058,0.078,0.046,793
"794",0.818,0.074,0.044,0.064,794
"795",0.75,0.052,0.094,0.104,795
"796",0.058,0.824,0.05,0.068,796
"797",0.04,0.07,0.73,0.16,797
"798",0.822,0.054,0.036,0.088,798
"799",0.036,0.042,0.822,0.1,799
"800",0.798,0.036,0.086,0.08,800
"801",0.024,0.016,0.052,0.908,801
"802",0.16,0.084,0.082,0.674,802
"803",0.078,0.166,0.314,0.442,803
"804",0.774,0.034,0.026,0.166,804
"805",0.788,0.016,0.032,0.164,805
"806",0.086,0.396,0.27,0.248,806
"807",0.028,0.224,0.652,0.096,807
"808",0.106,0.242,0.118,0.534,808
"809",0.088,0.346,0.174,0.392,809
"810",0.786,0.028,0.05,0.136,810
"811",0.038,0.178,0.752,0.032,811
"812",0.048,0.03,0.708,0.214,812
"813",0.178,0.704,0.028,0.09,813
"814",0.034,0.094,0.696,0.176,814
"815",0.052,0.844,0.062,0.042,815
"816",0.726,0.058,0.034,0.182,816
"817",0.026,0.048,0.028,0.898,817
"818",0.782,0.052,0.028,0.138,818
"819",0.804,0.07,0.056,0.07,819
"820",0.054,0.814,0.08,0.052,820
"821",0.04,0.698,0.038,0.224,821
"822",0.036,0.776,0.034,0.154,822
"823",0.02,0.074,0.722,0.184,823
"824",0.75,0.036,0.04,0.174,824
"825",0.3,0.23,0.084,0.386,825
"826",0.714,0.046,0.034,0.206,826
"827",0.84,0.05,0.032,0.078,827
"828",0.124,0.1,0.132,0.644,828
"829",0.752,0.03,0.126,0.092,829
"830",0.04,0.832,0.072,0.056,830
"831",0.052,0.042,0.056,0.85,831
"832",0.064,0.768,0.044,0.124,832
"833",0.048,0.052,0.774,0.126,833
"834",0.838,0.052,0.042,0.068,834
"835",0.046,0.808,0.102,0.044,835
"836",0.054,0.028,0.832,0.086,836
"837",0.12,0.8,0.012,0.068,837
"838",0.052,0.076,0.818,0.054,838
"839",0.884,0.044,0.026,0.046,839
"840",0.104,0.478,0.204,0.214,840
"841",0.032,0.184,0.096,0.688,841
"842",0.834,0.028,0.044,0.094,842
"843",0.064,0.044,0.166,0.726,843
"844",0.86,0.028,0.052,0.06,844
"845",0.02,0.048,0.864,0.068,845
"846",0.034,0.048,0.71,0.208,846
"847",0.022,0.852,0.028,0.098,847
"848",0.03,0.29,0.024,0.656,848
"849",0.674,0.022,0.27,0.034,849
"850",0.722,0.04,0.036,0.202,850
"851",0.772,0.06,0.08,0.088,851
"852",0.16,0.716,0.054,0.07,852
"853",0.03,0.89,0.03,0.05,853
"854",0.666,0.034,0.23,0.07,854
"855",0.03,0.02,0.858,0.092,855
"856",0.018,0.15,0.024,0.808,856
"857",0.862,0.064,0.048,0.026,857
"858",0.072,0.73,0.092,0.106,858
"859",0.094,0.406,0.35,0.15,859
"860",0.11,0.326,0.388,0.176,860
"861",0.036,0.14,0.032,0.792,861
"862",0.038,0.208,0.028,0.726,862
"863",0.362,0.106,0.31,0.222,863
"864",0.09,0.062,0.108,0.74,864
"865",0.026,0.172,0.038,0.764,865
"866",0.022,0.218,0.016,0.744,866
"867",0.124,0.102,0.018,0.756,867
"868",0.546,0.11,0.132,0.212,868
"869",0.12,0.052,0.042,0.786,869
"870",0.028,0.178,0.032,0.762,870
"871",0.092,0.03,0.772,0.106,871
"872",0.092,0.05,0.806,0.052,872
"873",0.024,0.192,0.03,0.754,873
"874",0.032,0.106,0.096,0.766,874
"875",0.096,0.756,0.102,0.046,875
"876",0.03,0.04,0.906,0.024,876
"877",0.026,0.79,0.086,0.098,877
"878",0.84,0.056,0.054,0.05,878
"879",0.034,0.106,0.812,0.048,879
"880",0.324,0.156,0.206,0.314,880
"881",0.214,0.118,0.336,0.332,881
"882",0.116,0.114,0.572,0.198,882
"883",0.79,0.06,0.108,0.042,883
"884",0.082,0.038,0.15,0.73,884
"885",0.826,0.052,0.042,0.08,885
"886",0.05,0.808,0.058,0.084,886
"887",0.066,0.042,0.094,0.798,887
"888",0.794,0.078,0.062,0.066,888
"889",0.052,0.206,0.7,0.042,889
"890",0.176,0.068,0.694,0.062,890
"891",0.874,0.04,0.036,0.05,891
"892",0.038,0.056,0.104,0.802,892
"893",0.038,0.078,0.064,0.82,893
"894",0.682,0.112,0.14,0.066,894
"895",0.068,0.188,0.384,0.36,895
"896",0.098,0.18,0.044,0.678,896
"897",0.016,0.268,0.7,0.016,897
"898",0.146,0.068,0.116,0.67,898
"899",0.092,0.216,0.012,0.68,899
"900",0.09,0.07,0.042,0.798,900
"901",0.054,0.698,0.054,0.194,901
"902",0.08,0.018,0.226,0.676,902
"903",0.07,0.072,0.454,0.404,903
"904",0.442,0.214,0.1,0.244,904
"905",0.032,0.054,0.066,0.848,905
"906",0.174,0.028,0.018,0.78,906
"907",0.426,0.1,0.118,0.356,907
"908",0.022,0.838,0.018,0.122,908
"909",0.48,0.098,0.102,0.32,909
"910",0.19,0.052,0.034,0.724,910
"911",0.036,0.036,0.04,0.888,911
"912",0.748,0.082,0.038,0.132,912
"913",0.76,0.052,0.076,0.112,913
"914",0.068,0.058,0.702,0.172,914
"915",0.778,0.042,0.062,0.118,915
"916",0.42,0.14,0.098,0.342,916
"917",0.736,0.064,0.086,0.114,917
"918",0.694,0.068,0.046,0.192,918
"919",0.182,0.318,0.178,0.322,919
"920",0.062,0.086,0.68,0.172,920
"921",0.068,0.676,0.1,0.156,921
"922",0.122,0.032,0.64,0.206,922
"923",0.098,0.05,0.64,0.212,923
"924",0.368,0.114,0.168,0.35,924
"925",0.174,0.242,0.226,0.358,925
"926",0.184,0.416,0.116,0.284,926
"927",0.046,0.752,0.032,0.17,927
"928",0.034,0.872,0.044,0.05,928
"929",0.056,0.7,0.068,0.176,929
"930",0.044,0.752,0.062,0.142,930
"931",0.784,0.056,0.048,0.112,931
"932",0.108,0.126,0.716,0.05,932
"933",0.03,0.042,0.738,0.19,933
"934",0.68,0.186,0.082,0.052,934
"935",0.03,0.114,0.726,0.13,935
"936",0.302,0.128,0.264,0.306,936
"937",0.024,0.724,0.14,0.112,937
"938",0.786,0.036,0.064,0.114,938
"939",0.754,0.078,0.112,0.056,939
"940",0.2,0.724,0.038,0.038,940
"941",0.02,0.114,0.78,0.086,941
"942",0.154,0.312,0.178,0.356,942
"943",0.088,0.54,0.078,0.294,943
"944",0.024,0.766,0.11,0.1,944
"945",0.694,0.038,0.068,0.2,945
"946",0.066,0.048,0.68,0.206,946
"947",0.028,0.88,0.024,0.068,947
"948",0.756,0.056,0.046,0.142,948
"949",0.168,0.198,0.226,0.408,949
"950",0.72,0.08,0.026,0.174,950
"951",0.144,0.02,0.15,0.686,951
"952",0.036,0.578,0.278,0.108,952
"953",0.086,0.022,0.132,0.76,953
"954",0.124,0.058,0.008,0.81,954
"955",0.096,0.042,0.82,0.042,955
"956",0.884,0.014,0.016,0.086,956
"957",0.074,0.112,0.02,0.794,957
"958",0.782,0.142,0.008,0.068,958
"959",0.12,0.036,0.034,0.81,959
"960",0.062,0.1,0.066,0.772,960
"961",0.02,0.09,0.778,0.112,961
"962",0.158,0.024,0.032,0.786,962
"963",0.736,0.03,0.152,0.082,963
"964",0.022,0.854,0.028,0.096,964
"965",0.066,0.118,0.086,0.73,965
"966",0.184,0.01,0.086,0.72,966
"967",0.076,0.06,0.028,0.836,967
"968",0.056,0.142,0.032,0.77,968
"969",0.048,0.082,0.03,0.84,969
"970",0.646,0.186,0.028,0.14,970
"971",0.036,0.094,0.782,0.088,971
"972",0.094,0.236,0.162,0.508,972
"973",0.378,0.222,0.098,0.302,973
"974",0.054,0.106,0.672,0.168,974
"975",0.048,0.076,0.724,0.152,975
"976",0.796,0.046,0.084,0.074,976
"977",0.078,0.024,0.048,0.85,977
"978",0.134,0.09,0.326,0.45,978
"979",0.242,0.118,0.142,0.498,979
"980",0.144,0.23,0.2,0.426,980
"981",0.098,0.77,0.048,0.084,981
"982",0.778,0.026,0.018,0.178,982
"983",0.038,0.058,0.044,0.86,983
"984",0.116,0.424,0.082,0.378,984
"985",0.196,0.282,0.082,0.44,985
"986",0.12,0.04,0.762,0.078,986
"987",0.048,0.798,0.082,0.072,987
"988",0.096,0.11,0.37,0.424,988
"989",0.052,0.046,0.062,0.84,989
"990",0.044,0.03,0.716,0.21,990
"991",0.03,0.11,0.794,0.066,991
"992",0.038,0.13,0.074,0.758,992
"993",0.088,0.23,0.394,0.288,993
"994",0.116,0.712,0.102,0.07,994
"995",0.126,0.098,0.074,0.702,995
"996",0.034,0.078,0.77,0.118,996
"997",0.028,0.152,0.684,0.136,997
"998",0.018,0.756,0.052,0.174,998
"999",0.058,0.062,0.676,0.204,999
"1000",0.75,0.044,0.104,0.102,1000
"1001",0.514,0.092,0.09,0.304,1001
"1002",0.83,0.05,0.038,0.082,1002
"1003",0.016,0.194,0.068,0.722,1003
"1004",0.028,0.052,0.786,0.134,1004
"1005",0.162,0.036,0.062,0.74,1005
"1006",0.072,0.818,0.024,0.086,1006
"1007",0.032,0.066,0.104,0.798,1007
"1008",0.722,0.03,0.1,0.148,1008
"1009",0.506,0.142,0.078,0.274,1009
"1010",0.058,0.048,0.036,0.858,1010
"1011",0.89,0.026,0.008,0.076,1011
"1012",0.042,0.172,0.03,0.756,1012
"1013",0.098,0.134,0.244,0.524,1013
"1014",0.39,0.1,0.09,0.42,1014
"1015",0.164,0.358,0.176,0.302,1015
"1016",0.062,0.036,0.166,0.736,1016
"1017",0.036,0.036,0.784,0.144,1017
"1018",0.12,0.036,0.04,0.804,1018
"1019",0.084,0.826,0.05,0.04,1019
"1020",0.134,0.15,0.516,0.2,1020
"1021",0.026,0.798,0.08,0.096,1021
"1022",0.366,0.124,0.104,0.406,1022
"1023",0.69,0.126,0.07,0.114,1023
"1024",0.042,0.888,0.024,0.046,1024
"1025",0.046,0.048,0.134,0.772,1025
"1026",0.082,0.086,0.292,0.54,1026
"1027",0.042,0.028,0.122,0.808,1027
"1028",0.036,0.022,0.186,0.756,1028
"1029",0.114,0.484,0.11,0.292,1029
"1030",0.186,0.456,0.204,0.154,1030
"1031",0.08,0.03,0.096,0.794,1031
"1032",0.15,0.036,0.056,0.758,1032
"1033",0.762,0.038,0.07,0.13,1033
"1034",0.138,0.04,0.058,0.764,1034
"1035",0.022,0.146,0.79,0.042,1035
"1036",0.05,0.12,0.042,0.788,1036
"1037",0.038,0.036,0.804,0.122,1037
"1038",0.574,0.15,0.064,0.212,1038
"1039",0.036,0.134,0.136,0.694,1039
"1040",0.048,0.162,0.044,0.746,1040
"1041",0.19,0.05,0.03,0.73,1041
"1042",0.02,0.028,0.244,0.708,1042
"1043",0.046,0.042,0.106,0.806,1043
"1044",0.786,0.042,0.03,0.142,1044
"1045",0.128,0.044,0.678,0.15,1045
"1046",0.302,0.398,0.14,0.16,1046
"1047",0.35,0.3,0.116,0.234,1047
"1048",0.162,0.196,0.214,0.428,1048
"1049",0.044,0.066,0.796,0.094,1049
"1050",0.384,0.306,0.094,0.216,1050
"1051",0.058,0.816,0.014,0.112,1051
"1052",0.052,0.046,0.128,0.774,1052
"1053",0.03,0.102,0.058,0.81,1053
"1054",0.05,0.064,0.79,0.096,1054
"1055",0.06,0.026,0.812,0.102,1055
"1056",0.084,0.044,0.094,0.778,1056
"1057",0.06,0.118,0.736,0.086,1057
"1058",0.748,0.048,0.132,0.072,1058
"1059",0.062,0.104,0.042,0.792,1059
"1060",0.084,0.058,0.774,0.084,1060
"1061",0.068,0.03,0.092,0.81,1061
"1062",0.04,0.794,0.08,0.086,1062
"1063",0.126,0.174,0.268,0.432,1063
"1064",0.768,0.058,0.044,0.13,1064
"1065",0.182,0.114,0.022,0.682,1065
"1066",0.106,0.334,0.216,0.344,1066
"1067",0.162,0.108,0.098,0.632,1067
"1068",0.042,0.036,0.208,0.714,1068
"1069",0.018,0.058,0.028,0.896,1069
"1070",0.074,0.066,0.068,0.792,1070
"1071",0.186,0.026,0.042,0.746,1071
"1072",0.096,0.506,0.156,0.242,1072
"1073",0.088,0.026,0.07,0.816,1073
"1074",0.04,0.204,0.092,0.664,1074
"1075",0.056,0.068,0.032,0.844,1075
"1076",0.758,0.162,0.058,0.022,1076
"1077",0.13,0.108,0.08,0.682,1077
"1078",0.664,0.056,0.092,0.188,1078
"1079",0.16,0.03,0.026,0.784,1079
"1080",0.042,0.114,0.022,0.822,1080
"1081",0.206,0.734,0.03,0.03,1081
"1082",0.034,0.832,0.078,0.056,1082
"1083",0.09,0.11,0.03,0.77,1083
"1084",0.078,0.11,0.648,0.164,1084
"1085",0.068,0.14,0.698,0.094,1085
"1086",0.062,0.134,0.764,0.04,1086
"1087",0.42,0.224,0.204,0.152,1087
"1088",0.13,0.38,0.286,0.204,1088
"1089",0.724,0.154,0.086,0.036,1089
"1090",0.036,0.808,0.104,0.052,1090
"1091",0.112,0.77,0.062,0.056,1091
"1092",0.056,0.15,0.732,0.062,1092
"1093",0.184,0.702,0.054,0.06,1093
"1094",0.068,0.106,0.78,0.046,1094
"1095",0.046,0.23,0.68,0.044,1095
"1096",0.058,0.78,0.086,0.076,1096
"1097",0.136,0.14,0.692,0.032,1097
"1098",0.126,0.08,0.67,0.124,1098
"1099",0.662,0.154,0.146,0.038,1099
"1100",0.18,0.59,0.104,0.126,1100
"1101",0.044,0.76,0.088,0.108,1101
"1102",0.7,0.112,0.16,0.028,1102
"1103",0.204,0.652,0.024,0.12,1103
"1104",0.106,0.538,0.116,0.24,1104
"1105",0.022,0.846,0.05,0.082,1105
"1106",0.782,0.09,0.038,0.09,1106
"1107",0.112,0.038,0.744,0.106,1107
"1108",0.062,0.25,0.024,0.664,1108
"1109",0.082,0.24,0.42,0.258,1109
"1110",0.02,0.03,0.904,0.046,1110
"1111",0.046,0.804,0.03,0.12,1111
"1112",0.038,0.762,0.05,0.15,1112
"1113",0.024,0.246,0.644,0.086,1113
"1114",0.304,0.05,0.448,0.198,1114
"1115",0.052,0.04,0.046,0.862,1115
"1116",0.808,0.024,0.102,0.066,1116
"1117",0.728,0.11,0.052,0.11,1117
"1118",0.12,0.034,0.038,0.808,1118
"1119",0.062,0.046,0.746,0.146,1119
"1120",0.174,0.672,0.12,0.034,1120
"1121",0.704,0.026,0.09,0.18,1121
"1122",0.052,0.076,0.744,0.128,1122
"1123",0.15,0.036,0.702,0.112,1123
"1124",0.034,0.792,0.108,0.066,1124
"1125",0.068,0.78,0.054,0.098,1125
"1126",0.042,0.754,0.07,0.134,1126
"1127",0.052,0.77,0.062,0.116,1127
"1128",0.03,0.714,0.19,0.066,1128
"1129",0.04,0.026,0.86,0.074,1129
"1130",0.094,0.692,0.058,0.156,1130
"1131",0.02,0.046,0.822,0.112,1131
"1132",0.074,0.8,0.05,0.076,1132
"1133",0.122,0.806,0.02,0.052,1133
"1134",0.728,0.076,0.056,0.14,1134
"1135",0.03,0.054,0.792,0.124,1135
"1136",0.784,0.056,0.102,0.058,1136
"1137",0.562,0.102,0.126,0.21,1137
"1138",0.044,0.764,0.05,0.142,1138
"1139",0.712,0.076,0.048,0.164,1139
"1140",0.026,0.934,0.018,0.022,1140
"1141",0.672,0.098,0.148,0.082,1141
"1142",0.722,0.086,0.034,0.158,1142
"1143",0.426,0.09,0.094,0.39,1143
"1144",0.116,0.262,0.248,0.374,1144
"1145",0.154,0.686,0.042,0.118,1145
"1146",0.426,0.1,0.088,0.386,1146
"1147",0.042,0.024,0.78,0.154,1147
"1148",0.688,0.036,0.096,0.18,1148
"1149",0.722,0.058,0.134,0.086,1149
"1150",0.782,0.044,0.112,0.062,1150
"1151",0.312,0.198,0.07,0.42,1151
"1152",0.666,0.046,0.19,0.098,1152
"1153",0.216,0.1,0.21,0.474,1153
"1154",0.774,0.064,0.046,0.116,1154
"1155",0.044,0.78,0.042,0.134,1155
"1156",0.092,0.086,0.696,0.126,1156
"1157",0.034,0.134,0.682,0.15,1157
"1158",0.264,0.476,0.084,0.176,1158
"1159",0.04,0.132,0.738,0.09,1159
"1160",0.044,0.678,0.02,0.258,1160
"1161",0.108,0.212,0.126,0.554,1161
"1162",0.028,0.022,0.67,0.28,1162
"1163",0.228,0.122,0.098,0.552,1163
"1164",0.164,0.342,0.07,0.424,1164
"1165",0.076,0.08,0.158,0.686,1165
"1166",0.03,0.07,0.018,0.882,1166
"1167",0.734,0.038,0.03,0.198,1167
"1168",0.036,0.118,0.028,0.818,1168
"1169",0.038,0.654,0.1,0.208,1169
"1170",0.082,0.778,0.03,0.11,1170
"1171",0.66,0.128,0.15,0.062,1171
"1172",0.028,0.024,0.044,0.904,1172
"1173",0.034,0.092,0.02,0.854,1173
"1174",0.682,0.024,0.03,0.264,1174
"1175",0.084,0.118,0.018,0.78,1175
"1176",0.034,0.032,0.116,0.818,1176
"1177",0.032,0.1,0.026,0.842,1177
"1178",0.026,0.294,0.012,0.668,1178
"1179",0.12,0.154,0.038,0.688,1179
"1180",0.08,0.058,0.198,0.664,1180
"1181",0.122,0.05,0.686,0.142,1181
"1182",0.078,0.156,0.058,0.708,1182
"1183",0.854,0.052,0.042,0.052,1183
"1184",0.446,0.172,0.17,0.212,1184
"1185",0.72,0.078,0.09,0.112,1185
"1186",0.034,0.058,0.128,0.78,1186
"1187",0.202,0.046,0.704,0.048,1187
"1188",0.134,0.068,0.054,0.744,1188
"1189",0.038,0.182,0.066,0.714,1189
"1190",0.712,0.082,0.148,0.058,1190
"1191",0.676,0.106,0.074,0.144,1191
"1192",0.744,0.06,0.044,0.152,1192
"1193",0.806,0.052,0.066,0.076,1193
"1194",0.05,0.142,0.038,0.77,1194
"1195",0.042,0.154,0.056,0.748,1195
"1196",0.8,0.092,0.042,0.066,1196
"1197",0.084,0.788,0.066,0.062,1197
"1198",0.19,0.028,0.724,0.058,1198
"1199",0.222,0.036,0.688,0.054,1199
"1200",0.786,0.056,0.044,0.114,1200
"1201",0.06,0.712,0.172,0.056,1201
"1202",0.026,0.126,0.77,0.078,1202
"1203",0.032,0.14,0.76,0.068,1203
"1204",0.808,0.038,0.048,0.106,1204
"1205",0.758,0.04,0.112,0.09,1205
"1206",0.168,0.112,0.326,0.394,1206
"1207",0.028,0.044,0.1,0.828,1207
"1208",0.054,0.144,0.012,0.79,1208
"1209",0.034,0.074,0.07,0.822,1209
"1210",0.164,0.036,0.022,0.778,1210
"1211",0.036,0.026,0.85,0.088,1211
"1212",0.046,0.09,0.036,0.828,1212
"1213",0.134,0.13,0.404,0.332,1213
"1214",0.09,0.042,0.036,0.832,1214
"1215",0.136,0.142,0.282,0.44,1215
"1216",0.086,0.084,0.044,0.786,1216
"1217",0.518,0.08,0.274,0.128,1217
"1218",0.088,0.436,0.238,0.238,1218
"1219",0.042,0.03,0.788,0.14,1219
"1220",0.06,0.696,0.02,0.224,1220
"1221",0.036,0.806,0.056,0.102,1221
"1222",0.778,0.06,0.016,0.146,1222
"1223",0.714,0.094,0.03,0.162,1223
"1224",0.202,0.218,0.422,0.158,1224
"1225",0.112,0.14,0.508,0.24,1225
"1226",0.066,0.74,0.036,0.158,1226
"1227",0.058,0.076,0.684,0.182,1227
"1228",0.046,0.054,0.742,0.158,1228
"1229",0.076,0.826,0.03,0.068,1229
"1230",0.036,0.756,0.106,0.102,1230
"1231",0.066,0.708,0.028,0.198,1231
"1232",0.868,0.046,0.012,0.074,1232
"1233",0.038,0.724,0.098,0.14,1233
"1234",0.77,0.052,0.044,0.134,1234
"1235",0.136,0.756,0.038,0.07,1235
"1236",0.13,0.086,0.208,0.576,1236
"1237",0.04,0.032,0.804,0.124,1237
"1238",0.524,0.116,0.084,0.276,1238
"1239",0.112,0.04,0.034,0.814,1239
"1240",0.056,0.036,0.026,0.882,1240
"1241",0.104,0.084,0.274,0.538,1241
"1242",0.074,0.75,0.032,0.144,1242
"1243",0.144,0.25,0.134,0.472,1243
"1244",0.108,0.106,0.254,0.532,1244
"1245",0.75,0.03,0.062,0.158,1245
"1246",0.028,0.154,0.07,0.748,1246
"1247",0.13,0.692,0.056,0.122,1247
"1248",0.836,0.05,0.028,0.086,1248
"1249",0.044,0.02,0.794,0.142,1249
"1250",0.05,0.038,0.068,0.844,1250
"1251",0.04,0.76,0.05,0.15,1251
"1252",0.062,0.028,0.768,0.142,1252
"1253",0.086,0.418,0.064,0.432,1253
"1254",0.112,0.368,0.086,0.434,1254
"1255",0.062,0.796,0.022,0.12,1255
"1256",0.836,0.038,0.064,0.062,1256
"1257",0.038,0.088,0.042,0.832,1257
"1258",0.124,0.254,0.39,0.232,1258
"1259",0.108,0.024,0.036,0.832,1259
"1260",0.062,0.046,0.048,0.844,1260
"1261",0.038,0.058,0.862,0.042,1261
"1262",0.114,0.806,0.046,0.034,1262
"1263",0.038,0.034,0.026,0.902,1263
"1264",0.042,0.044,0.056,0.858,1264
"1265",0.194,0.506,0.182,0.118,1265
"1266",0.096,0.066,0.038,0.8,1266
"1267",0.058,0.04,0.052,0.85,1267
"1268",0.82,0.058,0.056,0.066,1268
"1269",0.8,0.038,0.026,0.136,1269
"1270",0.056,0.694,0.11,0.14,1270
"1271",0.046,0.036,0.046,0.872,1271
"1272",0.074,0.042,0.06,0.824,1272
"1273",0.53,0.134,0.086,0.25,1273
"1274",0.712,0.1,0.084,0.104,1274
"1275",0.026,0.864,0.056,0.054,1275
"1276",0.216,0.316,0.088,0.38,1276
"1277",0.03,0.032,0.856,0.082,1277
"1278",0.044,0.766,0.144,0.046,1278
"1279",0.04,0.674,0.056,0.23,1279
"1280",0.048,0.722,0.064,0.166,1280
"1281",0.038,0.1,0.696,0.166,1281
"1282",0.198,0.044,0.054,0.704,1282
"1283",0.024,0.192,0.758,0.026,1283
"1284",0.166,0.036,0.702,0.096,1284
"1285",0.23,0.066,0.034,0.67,1285
"1286",0.024,0.758,0.052,0.166,1286
"1287",0.72,0.048,0.16,0.072,1287
"1288",0.026,0.046,0.852,0.076,1288
"1289",0.38,0.2,0.094,0.326,1289
"1290",0.036,0.756,0.156,0.052,1290
"1291",0.66,0.08,0.228,0.032,1291
"1292",0.186,0.23,0.408,0.176,1292
"1293",0.196,0.654,0.064,0.086,1293
"1294",0.082,0.124,0.668,0.126,1294
"1295",0.152,0.084,0.674,0.09,1295
"1296",0.156,0.084,0.624,0.136,1296
"1297",0.124,0.672,0.07,0.134,1297
"1298",0.062,0.092,0.764,0.082,1298
"1299",0.094,0.076,0.714,0.116,1299
"1300",0.124,0.334,0.096,0.446,1300
