"No","Ch1","Ch2","Ch3","Ch4"
24505,0.184,0.264,0.2,0.352
24506,0.176,0.092,0.47,0.262
24507,0.202,0.14,0.266,0.392
24508,0.344,0.106,0.262,0.288
24509,0.246,0.132,0.312,0.31
24510,0.124,0.12,0.502,0.254
24511,0.288,0.418,0.094,0.2
24512,0.218,0.154,0.242,0.386
24513,0.464,0.144,0.14,0.252
24514,0.354,0.272,0.128,0.246
24515,0.304,0.186,0.138,0.372
24516,0.242,0.184,0.154,0.42
24517,0.41,0.164,0.172,0.254
24518,0.12,0.186,0.18,0.514
24519,0.126,0.202,0.49,0.182
24520,0.126,0.288,0.214,0.372
24521,0.17,0.25,0.112,0.468
24522,0.156,0.136,0.446,0.262
24523,0.094,0.264,0.35,0.292
24524,0.146,0.224,0.292,0.338
24525,0.182,0.146,0.148,0.524
24526,0.44,0.192,0.22,0.148
24527,0.174,0.146,0.318,0.362
24528,0.428,0.23,0.148,0.194
24529,0.16,0.118,0.242,0.48
24530,0.278,0.198,0.304,0.22
24531,0.102,0.526,0.252,0.12
24532,0.176,0.366,0.324,0.134
24533,0.236,0.29,0.188,0.286
24534,0.146,0.4,0.19,0.264
24535,0.604,0.116,0.112,0.168
24536,0.124,0.22,0.478,0.178
24537,0.352,0.242,0.142,0.264
24538,0.33,0.502,0.08,0.088
24539,0.348,0.168,0.126,0.358
24540,0.35,0.146,0.358,0.146
24541,0.444,0.168,0.204,0.184
24542,0.198,0.444,0.11,0.248
24543,0.084,0.21,0.59,0.116
24544,0.178,0.352,0.348,0.122
24545,0.244,0.144,0.46,0.152
24546,0.212,0.494,0.094,0.2
24547,0.322,0.408,0.108,0.162
24548,0.102,0.334,0.364,0.2
24549,0.484,0.278,0.046,0.192
24550,0.08,0.344,0.496,0.08
24551,0.05,0.474,0.092,0.384
24552,0.09,0.428,0.104,0.378
24553,0.252,0.164,0.214,0.37
24554,0.318,0.096,0.214,0.372
24555,0.116,0.364,0.072,0.448
24556,0.432,0.178,0.052,0.338
24557,0.086,0.302,0.246,0.366
24558,0.084,0.514,0.054,0.348
24559,0.078,0.714,0.092,0.116
24560,0.096,0.382,0.132,0.39
24561,0.122,0.208,0.174,0.496
24562,0.622,0.176,0.064,0.138
24563,0.06,0.39,0.058,0.492
24564,0.098,0.426,0.112,0.364
24565,0.074,0.414,0.096,0.416
24566,0.112,0.584,0.058,0.246
24567,0.086,0.334,0.354,0.226
24568,0.43,0.25,0.12,0.2
24569,0.182,0.146,0.426,0.246
24570,0.22,0.262,0.102,0.416
24571,0.128,0.198,0.38,0.294
24572,0.2,0.296,0.182,0.322
24573,0.176,0.226,0.424,0.174
24574,0.3,0.16,0.28,0.26
24575,0.246,0.138,0.144,0.472
24576,0.09,0.166,0.642,0.102
24577,0.258,0.128,0.24,0.374
24578,0.33,0.122,0.132,0.416
24579,0.374,0.284,0.17,0.172
24580,0.186,0.126,0.402,0.286
24581,0.134,0.272,0.482,0.112
24582,0.102,0.13,0.642,0.126
24583,0.092,0.232,0.408,0.268
24584,0.084,0.238,0.574,0.104
24585,0.2,0.2,0.09,0.51
24586,0.11,0.108,0.288,0.494
24587,0.42,0.136,0.296,0.148
24588,0.34,0.114,0.228,0.318
24589,0.12,0.288,0.294,0.298
24590,0.402,0.21,0.08,0.308
24591,0.37,0.386,0.108,0.136
24592,0.32,0.296,0.104,0.28
24593,0.426,0.108,0.102,0.364
24594,0.128,0.246,0.298,0.328
24595,0.3,0.21,0.364,0.126
24596,0.12,0.44,0.096,0.344
24597,0.242,0.436,0.202,0.12
24598,0.164,0.276,0.096,0.464
24599,0.174,0.236,0.246,0.344
24600,0.174,0.252,0.208,0.366
24601,0.146,0.182,0.418,0.254
24602,0.232,0.488,0.158,0.122
24603,0.078,0.12,0.29,0.512
24604,0.09,0.1,0.608,0.202
24605,0.416,0.098,0.1,0.386
24606,0.124,0.238,0.28,0.358
24607,0.398,0.194,0.114,0.294
24608,0.096,0.254,0.086,0.564
24609,0.356,0.098,0.21,0.336
24610,0.138,0.134,0.168,0.56
24611,0.14,0.232,0.116,0.512
24612,0.088,0.546,0.102,0.264
24613,0.158,0.236,0.308,0.298
24614,0.21,0.118,0.386,0.286
24615,0.214,0.158,0.082,0.546
24616,0.13,0.094,0.366,0.41
24617,0.18,0.194,0.484,0.142
24618,0.418,0.11,0.304,0.168
24619,0.09,0.26,0.386,0.264
24620,0.174,0.152,0.098,0.576
24621,0.126,0.156,0.268,0.45
24622,0.096,0.174,0.208,0.522
24623,0.172,0.11,0.234,0.484
24624,0.24,0.104,0.352,0.304
24625,0.234,0.06,0.322,0.384
24626,0.534,0.19,0.076,0.2
24627,0.212,0.12,0.094,0.574
24628,0.548,0.04,0.056,0.356
24629,0.074,0.554,0.052,0.32
24630,0.064,0.21,0.178,0.548
24631,0.32,0.092,0.184,0.404
24632,0.114,0.462,0.194,0.23
24633,0.1,0.048,0.49,0.362
24634,0.108,0.066,0.512,0.314
24635,0.32,0.084,0.11,0.486
24636,0.176,0.508,0.206,0.11
24637,0.066,0.192,0.626,0.116
24638,0.086,0.404,0.18,0.33
24639,0.324,0.302,0.098,0.276
24640,0.642,0.184,0.07,0.104
24641,0.142,0.738,0.036,0.084
24642,0.158,0.064,0.406,0.372
24643,0.062,0.066,0.346,0.526
24644,0.126,0.384,0.26,0.23
24645,0.144,0.526,0.066,0.264
24646,0.262,0.342,0.124,0.272
24647,0.21,0.366,0.21,0.214
24648,0.192,0.072,0.388,0.348
24649,0.058,0.15,0.474,0.318
24650,0.076,0.782,0.064,0.078
24651,0.502,0.116,0.068,0.314
24652,0.352,0.06,0.46,0.128
24653,0.498,0.092,0.128,0.282
24654,0.122,0.466,0.072,0.34
24655,0.124,0.17,0.318,0.388
24656,0.086,0.574,0.232,0.108
24657,0.168,0.28,0.096,0.456
24658,0.096,0.332,0.372,0.2
24659,0.086,0.238,0.302,0.374
24660,0.112,0.436,0.186,0.266
24661,0.392,0.284,0.202,0.122
24662,0.102,0.188,0.378,0.332
24663,0.11,0.318,0.426,0.146
24664,0.088,0.166,0.394,0.352
24665,0.288,0.122,0.348,0.242
24666,0.074,0.56,0.078,0.288
24667,0.1,0.588,0.114,0.198
24668,0.18,0.136,0.606,0.078
24669,0.136,0.186,0.204,0.474
24670,0.586,0.132,0.084,0.198
24671,0.102,0.21,0.604,0.084
24672,0.098,0.532,0.186,0.184
24673,0.132,0.13,0.634,0.104
24674,0.15,0.53,0.108,0.212
24675,0.09,0.118,0.612,0.18
24676,0.16,0.696,0.066,0.078
24677,0.138,0.102,0.224,0.536
24678,0.208,0.174,0.122,0.496
24679,0.172,0.538,0.084,0.206
24680,0.13,0.326,0.134,0.41
24681,0.226,0.186,0.104,0.484
24682,0.43,0.446,0.046,0.078
24683,0.108,0.324,0.392,0.176
24684,0.104,0.33,0.328,0.238
24685,0.53,0.22,0.076,0.174
24686,0.364,0.074,0.128,0.434
24687,0.374,0.308,0.094,0.224
24688,0.124,0.394,0.2,0.282
24689,0.292,0.252,0.304,0.152
24690,0.71,0.106,0.08,0.104
24691,0.334,0.46,0.072,0.134
24692,0.472,0.308,0.068,0.152
24693,0.128,0.394,0.32,0.158
24694,0.222,0.42,0.268,0.09
24695,0.278,0.506,0.08,0.136
24696,0.212,0.328,0.13,0.33
24697,0.284,0.22,0.15,0.346
24698,0.228,0.5,0.17,0.102
24699,0.302,0.132,0.406,0.16
24700,0.192,0.358,0.184,0.266
24701,0.104,0.126,0.43,0.34
24702,0.228,0.564,0.094,0.114
24703,0.15,0.276,0.342,0.232
24704,0.124,0.588,0.196,0.092
24705,0.572,0.214,0.094,0.12
24706,0.462,0.178,0.096,0.264
24707,0.272,0.192,0.186,0.35
24708,0.616,0.148,0.104,0.132
24709,0.114,0.15,0.598,0.138
24710,0.436,0.186,0.26,0.118
24711,0.474,0.15,0.214,0.162
24712,0.202,0.584,0.108,0.106
24713,0.17,0.45,0.16,0.22
24714,0.378,0.288,0.128,0.206
24715,0.188,0.42,0.214,0.178
24716,0.526,0.216,0.144,0.114
24717,0.15,0.454,0.294,0.102
24718,0.162,0.556,0.126,0.156
24719,0.35,0.182,0.134,0.334
24720,0.132,0.428,0.074,0.366
24721,0.39,0.374,0.058,0.178
24722,0.332,0.472,0.082,0.114
24723,0.42,0.164,0.276,0.14
24724,0.164,0.246,0.43,0.16
24725,0.352,0.398,0.11,0.14
24726,0.342,0.46,0.11,0.088
24727,0.112,0.152,0.438,0.298
24728,0.308,0.316,0.294,0.082
24729,0.372,0.254,0.208,0.166
24730,0.272,0.114,0.43,0.184
24731,0.256,0.378,0.246,0.12
24732,0.112,0.342,0.436,0.11
24733,0.114,0.162,0.214,0.51
24734,0.16,0.356,0.222,0.262
24735,0.092,0.234,0.366,0.308
24736,0.116,0.418,0.07,0.396
24737,0.402,0.302,0.118,0.178
24738,0.278,0.416,0.114,0.192
24739,0.27,0.114,0.21,0.406
24740,0.228,0.4,0.102,0.27
24741,0.072,0.486,0.342,0.1
24742,0.222,0.388,0.094,0.296
24743,0.188,0.202,0.246,0.364
24744,0.318,0.092,0.206,0.384
24745,0.116,0.13,0.244,0.51
24746,0.162,0.188,0.114,0.536
24747,0.088,0.422,0.19,0.3
24748,0.07,0.074,0.462,0.394
24749,0.098,0.38,0.356,0.166
24750,0.362,0.128,0.314,0.196
24751,0.25,0.174,0.126,0.45
24752,0.098,0.488,0.11,0.304
24753,0.168,0.128,0.512,0.192
24754,0.188,0.234,0.134,0.444
24755,0.07,0.24,0.342,0.348
24756,0.098,0.24,0.382,0.28
24757,0.182,0.088,0.216,0.514
24758,0.192,0.12,0.412,0.276
24759,0.092,0.276,0.322,0.31
24760,0.43,0.356,0.08,0.134
24761,0.224,0.166,0.372,0.238
24762,0.156,0.27,0.104,0.47
24763,0.102,0.558,0.102,0.238
24764,0.488,0.13,0.166,0.216
24765,0.234,0.28,0.31,0.176
24766,0.092,0.406,0.166,0.336
24767,0.158,0.162,0.154,0.526
24768,0.118,0.44,0.126,0.316
24769,0.14,0.222,0.476,0.162
24770,0.12,0.204,0.16,0.516
24771,0.086,0.172,0.342,0.4
24772,0.216,0.328,0.098,0.358
24773,0.096,0.39,0.422,0.092
24774,0.34,0.186,0.126,0.348
24775,0.096,0.51,0.128,0.266
24776,0.386,0.11,0.324,0.18
24777,0.404,0.332,0.118,0.146
24778,0.25,0.202,0.096,0.452
24779,0.098,0.216,0.34,0.346
24780,0.386,0.178,0.3,0.136
24781,0.074,0.12,0.67,0.136
24782,0.41,0.082,0.062,0.446
24783,0.07,0.304,0.412,0.214
24784,0.264,0.09,0.272,0.374
24785,0.096,0.178,0.17,0.556
24786,0.094,0.132,0.37,0.404
24787,0.266,0.142,0.286,0.306
24788,0.104,0.32,0.37,0.206
24789,0.32,0.172,0.172,0.336
24790,0.104,0.128,0.468,0.3
24791,0.11,0.148,0.428,0.314
24792,0.414,0.124,0.25,0.212
24793,0.148,0.106,0.556,0.19
24794,0.1,0.668,0.114,0.118
24795,0.368,0.12,0.172,0.34
24796,0.436,0.31,0.148,0.106
24797,0.118,0.648,0.084,0.15
24798,0.058,0.086,0.474,0.382
24799,0.394,0.088,0.126,0.392
24800,0.056,0.108,0.594,0.242
24801,0.636,0.182,0.078,0.104
24802,0.232,0.248,0.158,0.362
24803,0.084,0.082,0.58,0.254
24804,0.42,0.138,0.142,0.3
24805,0.086,0.302,0.098,0.514
24806,0.258,0.34,0.078,0.324
24807,0.39,0.44,0.082,0.088
24808,0.332,0.108,0.284,0.276
24809,0.512,0.074,0.102,0.312
24810,0.178,0.346,0.126,0.35
24811,0.114,0.066,0.588,0.232
24812,0.066,0.086,0.706,0.142
24813,0.106,0.076,0.396,0.422
24814,0.2,0.41,0.078,0.312
24815,0.524,0.172,0.134,0.17
24816,0.204,0.144,0.388,0.264
24817,0.274,0.164,0.152,0.41
24818,0.166,0.49,0.21,0.134
24819,0.182,0.282,0.134,0.402
24820,0.184,0.124,0.19,0.502
24821,0.26,0.354,0.114,0.272
24822,0.158,0.298,0.274,0.27
24823,0.154,0.216,0.254,0.376
24824,0.184,0.172,0.216,0.428
24825,0.444,0.212,0.134,0.21
24826,0.13,0.316,0.394,0.16
24827,0.4,0.37,0.076,0.154
24828,0.22,0.498,0.094,0.188
24829,0.136,0.28,0.2,0.384
24830,0.18,0.3,0.11,0.41
24831,0.266,0.228,0.264,0.242
24832,0.198,0.17,0.176,0.456
24833,0.146,0.196,0.27,0.388
24834,0.182,0.114,0.244,0.46
24835,0.242,0.284,0.086,0.388
24836,0.098,0.31,0.302,0.29
24837,0.478,0.14,0.186,0.196
24838,0.172,0.326,0.136,0.366
24839,0.528,0.138,0.092,0.242
24840,0.468,0.206,0.162,0.164
24841,0.092,0.484,0.324,0.1
24842,0.142,0.284,0.156,0.418
24843,0.22,0.124,0.298,0.358
24844,0.588,0.116,0.18,0.116
24845,0.506,0.172,0.102,0.22
24846,0.136,0.438,0.082,0.344
24847,0.104,0.1,0.466,0.33
24848,0.146,0.11,0.202,0.542
24849,0.49,0.108,0.118,0.284
24850,0.166,0.36,0.11,0.364
24851,0.218,0.16,0.126,0.496
24852,0.504,0.14,0.112,0.244
24853,0.36,0.098,0.228,0.314
24854,0.244,0.14,0.356,0.26
24855,0.18,0.214,0.272,0.334
24856,0.178,0.39,0.14,0.292
24857,0.122,0.33,0.434,0.114
24858,0.158,0.468,0.164,0.21
24859,0.214,0.268,0.152,0.366
24860,0.212,0.106,0.568,0.114
24861,0.364,0.19,0.144,0.302
24862,0.172,0.458,0.148,0.222
24863,0.282,0.118,0.274,0.326
24864,0.19,0.114,0.436,0.26
24865,0.282,0.168,0.348,0.202
24866,0.642,0.132,0.1,0.126
24867,0.544,0.16,0.094,0.202
24868,0.402,0.114,0.216,0.268
24869,0.4,0.164,0.212,0.224
24870,0.372,0.118,0.302,0.208
24871,0.298,0.13,0.356,0.216
24872,0.27,0.14,0.356,0.234
24873,0.62,0.164,0.082,0.134
24874,0.14,0.512,0.148,0.2
24875,0.164,0.542,0.092,0.202
24876,0.092,0.462,0.312,0.134
24877,0.154,0.13,0.53,0.186
24878,0.126,0.114,0.55,0.21
24879,0.46,0.172,0.136,0.232
24880,0.302,0.382,0.106,0.21
24881,0.528,0.172,0.11,0.19
24882,0.544,0.116,0.202,0.138
24883,0.148,0.266,0.452,0.134
24884,0.436,0.218,0.236,0.11
24885,0.314,0.268,0.148,0.27
24886,0.104,0.19,0.568,0.138
24887,0.276,0.514,0.09,0.12
24888,0.17,0.422,0.25,0.158
24889,0.114,0.176,0.568,0.142
24890,0.27,0.138,0.192,0.4
24891,0.162,0.108,0.11,0.62
24892,0.196,0.092,0.232,0.48
24893,0.214,0.206,0.096,0.484
24894,0.168,0.334,0.098,0.4
24895,0.126,0.124,0.384,0.366
24896,0.082,0.246,0.178,0.494
24897,0.194,0.064,0.4,0.342
24898,0.126,0.196,0.434,0.244
24899,0.068,0.23,0.544,0.158
24900,0.134,0.142,0.242,0.482
24901,0.16,0.1,0.472,0.268
24902,0.3,0.092,0.17,0.438
24903,0.304,0.13,0.088,0.478
24904,0.104,0.318,0.096,0.482
24905,0.148,0.11,0.562,0.18
24906,0.186,0.1,0.448,0.266
24907,0.168,0.11,0.08,0.642
24908,0.072,0.196,0.604,0.128
24909,0.086,0.408,0.112,0.394
24910,0.128,0.346,0.252,0.274
24911,0.172,0.516,0.122,0.19
24912,0.164,0.146,0.25,0.44
24913,0.128,0.404,0.152,0.316
24914,0.27,0.16,0.352,0.218
24915,0.098,0.296,0.274,0.332
24916,0.432,0.176,0.136,0.256
24917,0.174,0.146,0.218,0.462
24918,0.166,0.16,0.216,0.458
24919,0.098,0.172,0.342,0.388
24920,0.09,0.258,0.524,0.128
24921,0.518,0.158,0.096,0.228
24922,0.492,0.114,0.098,0.296
24923,0.212,0.194,0.392,0.202
24924,0.124,0.156,0.442,0.278
24925,0.252,0.382,0.144,0.222
24926,0.19,0.124,0.418,0.268
24927,0.128,0.264,0.158,0.45
24928,0.126,0.212,0.366,0.296
24929,0.214,0.268,0.254,0.264
24930,0.13,0.526,0.142,0.202
24931,0.204,0.19,0.25,0.356
24932,0.142,0.254,0.25,0.354
24933,0.276,0.364,0.118,0.242
24934,0.322,0.182,0.184,0.312
24935,0.126,0.436,0.16,0.278
24936,0.246,0.156,0.468,0.13
24937,0.116,0.356,0.298,0.23
24938,0.396,0.17,0.25,0.184
24939,0.092,0.158,0.52,0.23
24940,0.396,0.238,0.116,0.25
24941,0.16,0.342,0.186,0.312
24942,0.42,0.224,0.16,0.196
24943,0.176,0.272,0.214,0.338
24944,0.392,0.182,0.166,0.26
24945,0.108,0.188,0.368,0.336
24946,0.2,0.272,0.2,0.328
24947,0.384,0.174,0.156,0.286
24948,0.296,0.478,0.068,0.158
24949,0.356,0.262,0.31,0.072
24950,0.096,0.276,0.398,0.23
24951,0.11,0.278,0.394,0.218
24952,0.33,0.192,0.206,0.272
24953,0.204,0.13,0.164,0.502
24954,0.132,0.264,0.09,0.514
24955,0.346,0.17,0.098,0.386
24956,0.176,0.212,0.276,0.336
24957,0.114,0.332,0.098,0.456
24958,0.174,0.494,0.204,0.128
24959,0.116,0.238,0.394,0.252
24960,0.126,0.158,0.206,0.51
24961,0.37,0.16,0.09,0.38
24962,0.096,0.308,0.116,0.48
24963,0.128,0.32,0.106,0.446
24964,0.134,0.37,0.232,0.264
24965,0.104,0.65,0.108,0.138
24966,0.166,0.298,0.28,0.256
24967,0.356,0.124,0.284,0.236
24968,0.14,0.18,0.412,0.268
24969,0.196,0.302,0.144,0.358
24970,0.256,0.284,0.158,0.302
24971,0.258,0.28,0.148,0.314
24972,0.174,0.168,0.158,0.5
24973,0.11,0.612,0.16,0.118
24974,0.15,0.182,0.24,0.428
24975,0.25,0.346,0.158,0.246
24976,0.168,0.15,0.4,0.282
24977,0.35,0.182,0.138,0.33
24978,0.258,0.224,0.206,0.312
24979,0.356,0.346,0.106,0.192
24980,0.094,0.224,0.466,0.216
24981,0.088,0.098,0.424,0.39
24982,0.138,0.452,0.194,0.216
24983,0.55,0.152,0.146,0.152
24984,0.136,0.354,0.184,0.326
24985,0.138,0.378,0.282,0.202
24986,0.248,0.214,0.32,0.218
24987,0.082,0.43,0.364,0.124
24988,0.112,0.31,0.224,0.354
24989,0.186,0.396,0.27,0.148
24990,0.09,0.524,0.194,0.192
24991,0.244,0.146,0.326,0.284
24992,0.096,0.392,0.374,0.138
24993,0.474,0.182,0.132,0.212
24994,0.444,0.214,0.126,0.216
24995,0.502,0.242,0.11,0.146
24996,0.194,0.252,0.142,0.412
24997,0.166,0.454,0.136,0.244
24998,0.3,0.146,0.208,0.346
24999,0.14,0.416,0.142,0.302
25000,0.124,0.358,0.23,0.288
25001,0.174,0.436,0.224,0.166
25002,0.234,0.184,0.304,0.278
25003,0.256,0.25,0.194,0.3
25004,0.132,0.32,0.324,0.224
25005,0.124,0.362,0.3,0.214
25006,0.394,0.16,0.27,0.176
25007,0.33,0.27,0.128,0.272
25008,0.088,0.162,0.612,0.138
25009,0.404,0.114,0.138,0.344
25010,0.284,0.112,0.408,0.196
25011,0.12,0.604,0.18,0.096
25012,0.116,0.278,0.102,0.504
25013,0.146,0.132,0.266,0.456
25014,0.138,0.154,0.594,0.114
25015,0.442,0.142,0.172,0.244
25016,0.124,0.4,0.092,0.384
25017,0.096,0.168,0.598,0.138
25018,0.454,0.196,0.102,0.248
25019,0.2,0.54,0.096,0.164
25020,0.258,0.166,0.144,0.432
25021,0.36,0.152,0.19,0.298
25022,0.12,0.216,0.23,0.434
25023,0.076,0.21,0.468,0.246
25024,0.426,0.116,0.22,0.238
25025,0.258,0.148,0.266,0.328
25026,0.29,0.256,0.08,0.374
25027,0.156,0.204,0.388,0.252
25028,0.428,0.18,0.204,0.188
25029,0.134,0.176,0.576,0.114
25030,0.086,0.172,0.252,0.49
25031,0.092,0.172,0.37,0.366
25032,0.192,0.104,0.44,0.264
25033,0.234,0.216,0.246,0.304
25034,0.132,0.414,0.15,0.304
25035,0.132,0.324,0.218,0.326
25036,0.108,0.344,0.196,0.352
25037,0.146,0.4,0.16,0.294
25038,0.166,0.336,0.148,0.35
25039,0.12,0.428,0.232,0.22
25040,0.18,0.27,0.348,0.202
25041,0.206,0.406,0.114,0.274
25042,0.208,0.26,0.258,0.274
25043,0.114,0.346,0.16,0.38
25044,0.298,0.234,0.322,0.146
25045,0.352,0.102,0.4,0.146
25046,0.07,0.444,0.066,0.42
25047,0.22,0.112,0.358,0.31
25048,0.09,0.436,0.18,0.294
25049,0.106,0.248,0.408,0.238
25050,0.246,0.48,0.088,0.186
25051,0.084,0.136,0.586,0.194
25052,0.302,0.372,0.082,0.244
25053,0.154,0.132,0.146,0.568
25054,0.086,0.336,0.148,0.43
25055,0.08,0.33,0.08,0.51
25056,0.172,0.118,0.162,0.548
25057,0.182,0.412,0.08,0.326
25058,0.37,0.148,0.048,0.434
25059,0.422,0.104,0.128,0.346
25060,0.092,0.232,0.474,0.202
25061,0.088,0.432,0.174,0.306
25062,0.214,0.468,0.102,0.216
25063,0.082,0.482,0.106,0.33
25064,0.212,0.354,0.1,0.334
25065,0.1,0.386,0.368,0.146
25066,0.352,0.104,0.158,0.386
25067,0.108,0.138,0.372,0.382
25068,0.096,0.33,0.2,0.374
25069,0.092,0.516,0.236,0.156
25070,0.32,0.152,0.158,0.37
25071,0.466,0.316,0.068,0.15
25072,0.102,0.694,0.064,0.14
25073,0.18,0.384,0.076,0.36
25074,0.42,0.342,0.072,0.166
25075,0.334,0.06,0.232,0.374
25076,0.124,0.336,0.176,0.364
25077,0.328,0.144,0.318,0.21
25078,0.274,0.336,0.192,0.198
25079,0.364,0.086,0.262,0.288
25080,0.664,0.11,0.076,0.15
25081,0.268,0.152,0.212,0.368
25082,0.15,0.298,0.34,0.212
25083,0.172,0.248,0.168,0.412
25084,0.528,0.11,0.23,0.132
25085,0.176,0.474,0.182,0.168
25086,0.552,0.126,0.158,0.164
25087,0.104,0.51,0.214,0.172
25088,0.5,0.192,0.148,0.16
25089,0.156,0.122,0.498,0.224
25090,0.374,0.208,0.32,0.098
25091,0.276,0.168,0.306,0.25
25092,0.18,0.184,0.154,0.482
25093,0.44,0.152,0.18,0.228
25094,0.128,0.118,0.612,0.142
25095,0.12,0.546,0.2,0.134
25096,0.168,0.21,0.174,0.448
25097,0.152,0.132,0.56,0.156
25098,0.19,0.174,0.27,0.366
25099,0.14,0.17,0.498,0.192
25100,0.196,0.248,0.372,0.184
25101,0.48,0.204,0.212,0.104
25102,0.22,0.284,0.188,0.308
25103,0.31,0.384,0.156,0.15
25104,0.158,0.324,0.392,0.126
25105,0.144,0.386,0.33,0.14
25106,0.246,0.312,0.284,0.158
25107,0.24,0.242,0.182,0.336
25108,0.132,0.494,0.266,0.108
25109,0.136,0.488,0.238,0.138
25110,0.226,0.266,0.18,0.328
25111,0.286,0.208,0.172,0.334
25112,0.166,0.378,0.238,0.218
25113,0.398,0.192,0.226,0.184
25114,0.214,0.364,0.25,0.172
25115,0.144,0.204,0.332,0.32
25116,0.284,0.412,0.14,0.164
25117,0.478,0.19,0.182,0.15
25118,0.392,0.192,0.232,0.184
25119,0.108,0.172,0.296,0.424
25120,0.188,0.224,0.13,0.458
25121,0.39,0.12,0.19,0.3
25122,0.284,0.34,0.198,0.178
25123,0.356,0.204,0.352,0.088
25124,0.308,0.11,0.398,0.184
25125,0.572,0.19,0.062,0.176
25126,0.08,0.408,0.234,0.278
25127,0.222,0.134,0.208,0.436
25128,0.322,0.088,0.138,0.452
25129,0.444,0.258,0.212,0.086
25130,0.118,0.17,0.146,0.566
25131,0.162,0.312,0.102,0.424
25132,0.338,0.23,0.134,0.298
25133,0.584,0.094,0.142,0.18
25134,0.174,0.21,0.098,0.518
25135,0.086,0.264,0.104,0.546
25136,0.242,0.178,0.36,0.22
25137,0.124,0.49,0.132,0.254
25138,0.08,0.468,0.096,0.356
25139,0.148,0.228,0.182,0.442
25140,0.102,0.098,0.39,0.41
25141,0.364,0.112,0.118,0.406
25142,0.296,0.216,0.13,0.358
25143,0.118,0.132,0.258,0.492
25144,0.14,0.274,0.1,0.486
25145,0.446,0.136,0.076,0.342
25146,0.154,0.484,0.054,0.308
25147,0.126,0.194,0.22,0.46
25148,0.388,0.284,0.072,0.256
25149,0.182,0.528,0.164,0.126
25150,0.106,0.098,0.218,0.578
25151,0.108,0.282,0.076,0.534
25152,0.298,0.112,0.086,0.504
25153,0.264,0.444,0.054,0.238
25154,0.082,0.072,0.482,0.364
25155,0.096,0.306,0.088,0.51
25156,0.094,0.634,0.062,0.21
25157,0.094,0.45,0.104,0.352
25158,0.622,0.114,0.07,0.194
25159,0.12,0.222,0.108,0.55
25160,0.136,0.17,0.342,0.352
25161,0.206,0.11,0.13,0.554
25162,0.176,0.114,0.136,0.574
25163,0.07,0.154,0.67,0.106
25164,0.354,0.434,0.092,0.12
25165,0.106,0.078,0.116,0.7
25166,0.152,0.09,0.214,0.544
25167,0.362,0.402,0.08,0.156
25168,0.168,0.226,0.102,0.504
25169,0.15,0.128,0.086,0.636
25170,0.526,0.138,0.12,0.216
25171,0.386,0.102,0.082,0.43
25172,0.098,0.364,0.164,0.374
25173,0.218,0.074,0.196,0.512
25174,0.22,0.082,0.206,0.492
25175,0.456,0.112,0.07,0.362
25176,0.102,0.222,0.26,0.416
25177,0.142,0.188,0.292,0.378
25178,0.226,0.09,0.466,0.218
25179,0.614,0.102,0.064,0.22
25180,0.168,0.078,0.26,0.494
25181,0.104,0.096,0.634,0.166
25182,0.188,0.158,0.282,0.372
25183,0.438,0.138,0.134,0.29
25184,0.088,0.252,0.368,0.292
25185,0.158,0.146,0.352,0.344
25186,0.13,0.53,0.154,0.186
25187,0.204,0.186,0.092,0.518
25188,0.134,0.126,0.284,0.456
25189,0.448,0.15,0.106,0.296
25190,0.464,0.136,0.046,0.354
25191,0.1,0.65,0.088,0.162
25192,0.11,0.278,0.14,0.472
25193,0.622,0.136,0.094,0.148
25194,0.12,0.532,0.146,0.202
25195,0.112,0.172,0.324,0.392
25196,0.108,0.262,0.162,0.468
25197,0.16,0.512,0.088,0.24
25198,0.144,0.382,0.14,0.334
25199,0.272,0.2,0.302,0.226
25200,0.112,0.318,0.224,0.346
25201,0.226,0.118,0.318,0.338
25202,0.396,0.2,0.196,0.208
25203,0.338,0.374,0.118,0.17
25204,0.176,0.134,0.346,0.344
25205,0.23,0.218,0.198,0.354
25206,0.12,0.346,0.282,0.252
25207,0.134,0.2,0.148,0.518
25208,0.344,0.232,0.212,0.212
25209,0.138,0.12,0.406,0.336
25210,0.234,0.26,0.348,0.158
25211,0.118,0.216,0.444,0.222
25212,0.392,0.254,0.106,0.248
25213,0.204,0.146,0.45,0.2
25214,0.158,0.346,0.212,0.284
25215,0.442,0.22,0.18,0.158
25216,0.224,0.384,0.062,0.33
25217,0.53,0.302,0.062,0.106
25218,0.298,0.27,0.188,0.244
25219,0.322,0.374,0.098,0.206
25220,0.254,0.216,0.314,0.216
25221,0.122,0.642,0.12,0.116
25222,0.14,0.268,0.444,0.148
25223,0.17,0.214,0.216,0.4
25224,0.102,0.666,0.094,0.138
25225,0.418,0.082,0.254,0.246
25226,0.796,0.092,0.04,0.072
25227,0.08,0.644,0.068,0.208
25228,0.112,0.18,0.442,0.266
25229,0.152,0.214,0.336,0.298
25230,0.092,0.298,0.524,0.086
25231,0.08,0.448,0.114,0.358
25232,0.244,0.48,0.076,0.2
25233,0.116,0.196,0.53,0.158
25234,0.154,0.19,0.562,0.094
25235,0.166,0.116,0.554,0.164
25236,0.536,0.196,0.15,0.118
25237,0.24,0.426,0.122,0.212
25238,0.102,0.14,0.606,0.152
25239,0.312,0.426,0.124,0.138
